pid,age,survey_year
520501103,34,2016
520501104,36,2020
520502102,35,2010
520502102,37,2012
520503101,37,2020
520503104,33,2014
520504102,36,2010
520506103,34,2012
520506103,36,2014
520506104,33,2012
520506104,37,2016
520507101,33,2010
520507101,37,2014
520507102,36,2022
520507104,34,2014
520508102,34,2016
520508103,36,2020
520509101,33,2010
520509101,35,2012
520509101,37,2014
520509102,37,2010
520510103,36,2012
520510107,34,2012
520510107,36,2014
520510108,33,2014
520510108,35,2016
520511101,34,2020
520511101,36,2022
520511102,34,2020
520511102,36,2022
520513101,35,2010
520513101,37,2012
520513102,34,2012
520513102,36,2014
520516104,34,2016
520517101,35,2010
520517101,37,2012
520518103,34,2012
520518103,36,2014
520518104,34,2014
520518104,36,2016
520518581,35,2020
520518581,37,2022
520519101,35,2010
520519102,35,2010
520520101,35,2010
520520101,37,2012
520520102,33,2010
520520102,35,2012
520520102,37,2014
520521101,33,2016
520521101,37,2020
520521105,33,2016
520525101,34,2012
520525101,36,2014
520525104,33,2010
520525104,35,2012
520525104,37,2014
520527101,33,2014
520527101,35,2016
520527102,34,2014
520527102,36,2016
520527107,33,2016
520529101,33,2010
520529101,35,2012
520529101,37,2014
520529102,34,2014
520529102,36,2016
520530101,34,2012
520532103,37,2010
520532104,34,2014
520532104,36,2016
520532105,34,2010
520532105,36,2012
520533101,34,2016
520534104,36,2020
520534105,36,2020
520548103,35,2020
520548531,37,2014
520550101,34,2022
520550432,35,2022
520551101,34,2012
520551101,36,2014
520551104,33,2012
520551104,35,2014
520551104,37,2016
520552103,37,2012
520552104,35,2012
520553103,34,2022
520554103,34,2014
520554103,36,2016
520555104,33,2020
520555104,35,2022
520556102,34,2014
520556102,37,2016
520557101,34,2010
520557101,36,2012
520558103,35,2012
520558103,37,2014
520558104,37,2012
520561102,34,2010
520561102,36,2012
520562101,35,2010
520562101,37,2012
520562103,33,2016
520562581,35,2016
520564205,37,2022
520565102,37,2010
520566101,33,2020
520566101,35,2022
520566431,34,2022
520567103,36,2014
520567104,34,2014
520567105,34,2016
520567552,35,2016
520568101,37,2010
520568102,35,2014
520568102,37,2016
520569101,36,2010
520569102,33,2010
520569102,35,2012
520569102,37,2014
520571101,33,2016
520571101,37,2020
520571103,35,2022
520572101,33,2016
520572101,37,2020
520572102,34,2022
520573105,34,2010
520575101,37,2010
520575103,35,2010
520575103,37,2012
520577103,36,2022
520577104,34,2022
520577105,34,2022
520580104,36,2010
520619651,34,2020
520701431,33,2016
520701431,37,2020
521055651,34,2020
521055651,36,2022
523517701,34,2022
524173601,33,2022
526068431,34,2022
528052601,33,2020
528511601,34,2022
529591601,33,2022
530002101,33,2010
530002101,35,2012
530002101,37,2014
530002102,33,2012
530002102,35,2014
530002102,37,2016
530004103,34,2016
530004103,37,2020
530004104,35,2020
530004104,37,2022
530004105,34,2022
530006103,35,2012
530006103,37,2014
530008102,34,2010
530008102,36,2012
530009104,33,2014
530009104,35,2016
530009105,36,2020
530010101,36,2016
530010102,33,2010
530010102,35,2012
530013101,33,2010
530013101,35,2012
530013101,37,2014
530013102,35,2012
530013102,37,2014
530016101,34,2014
530016101,36,2016
530016102,33,2012
530016102,35,2014
530020101,33,2014
530020101,35,2016
530020102,35,2020
530021101,34,2014
530021431,37,2012
530023101,33,2014
530023101,35,2016
530025101,36,2010
530025501,36,2014
530026101,33,2012
530026101,35,2014
530026103,35,2014
530026103,37,2016
530026104,33,2016
530027101,33,2010
530027101,35,2012
530027101,37,2014
530027102,33,2010
530027102,35,2012
530027102,37,2014
530028101,36,2014
530029103,34,2012
530029103,36,2014
530032101,33,2014
530032101,35,2016
530032103,33,2010
530032103,35,2012
530032103,37,2014
530034101,33,2014
530034101,35,2016
530035102,34,2010
530035102,36,2012
530039103,34,2020
530039103,36,2022
530039105,33,2022
530040102,37,2010
530048103,33,2016
530048104,34,2016
530050101,36,2010
530050102,33,2014
530051104,35,2020
530052103,35,2010
530052103,37,2012
530052501,34,2016
530053101,37,2010
530053102,33,2010
530053102,35,2012
530053102,37,2014
530057101,37,2010
530058103,34,2012
530058104,34,2012
530058105,36,2016
530059103,35,2020
530059103,37,2022
530059104,34,2022
530062101,36,2010
530062102,36,2010
530064103,34,2016
530064104,37,2022
530067103,33,2022
530069101,36,2010
530069103,34,2014
530069103,36,2016
530070101,34,2010
530071103,33,2014
530071104,33,2014
530072101,34,2010
530072101,36,2012
530072102,37,2012
530072107,33,2012
530072107,37,2016
530072108,33,2012
530072108,35,2014
530072108,37,2016
530072551,34,2016
530073104,34,2022
530077101,34,2010
530077101,36,2012
530081101,33,2010
530081101,35,2012
530081101,37,2014
530081104,36,2020
530083102,33,2014
530086101,33,2020
530086101,35,2022
530086104,34,2020
530086104,36,2022
530088103,35,2020
530088103,37,2022
530088104,35,2022
530089103,36,2020
530089104,36,2022
530090103,33,2022
530090431,34,2022
530092104,36,2020
530094101,37,2010
530095101,37,2010
530095102,34,2010
530095102,36,2012
530096101,33,2010
530096101,35,2012
530096101,37,2014
530117101,36,2010
530117102,37,2010
530120103,34,2020
530120103,36,2022
530122101,37,2022
530122102,33,2012
530122102,35,2014
530122102,37,2016
530123101,33,2010
530123101,35,2012
530123101,37,2014
530127101,33,2022
530127102,35,2020
530127102,37,2022
530128103,37,2020
530130103,34,2020
530130104,34,2020
530130105,33,2022
530131101,33,2012
530131101,35,2014
530131101,37,2016
530131104,35,2020
530133101,35,2010
530133101,37,2012
530135101,33,2010
530135101,35,2012
530135651,35,2020
530136101,34,2012
530136101,36,2014
530136102,34,2012
530136102,36,2014
530138101,34,2012
530138101,36,2014
530138104,34,2010
530138104,36,2012
530141101,37,2010
530143101,36,2010
530144102,36,2014
530145101,34,2010
530145101,36,2012
530145102,34,2012
530145102,36,2014
530148101,36,2010
530148501,34,2016
530150101,36,2010
530152601,36,2020
530153101,34,2022
530153104,33,2012
530153104,35,2014
530153104,37,2016
530155101,33,2014
530155101,35,2016
530155102,33,2012
530155102,35,2014
530155102,37,2016
530156104,37,2010
530158103,34,2016
530159101,34,2010
530159101,36,2012
530159102,33,2010
530159102,35,2012
530159102,37,2014
530160103,33,2010
530165103,33,2016
530165103,37,2020
530165104,34,2020
530165104,36,2022
530165431,33,2020
530165431,35,2022
530166102,36,2010
530168101,37,2010
530168102,33,2012
530168102,35,2014
530168102,37,2016
530169101,34,2020
530169101,36,2022
530169102,33,2014
530169102,35,2016
530170101,34,2010
530170101,36,2012
530170102,33,2010
530170102,35,2012
530170102,37,2014
530172105,35,2020
530172431,36,2020
530174101,33,2020
530174102,34,2012
530174102,36,2014
530175102,36,2010
530176103,36,2020
530176104,35,2020
530177103,33,2012
530177103,35,2014
530177103,37,2016
530178103,34,2012
530178103,36,2014
530178104,36,2020
530179103,34,2020
530179103,36,2022
530179104,34,2022
530179551,33,2022
530180105,33,2020
530180431,35,2020
530183103,33,2020
530183103,35,2022
530186102,34,2020
530186102,36,2022
530186103,35,2020
530186103,37,2022
530194101,37,2016
530194431,33,2014
530194431,35,2016
530197101,33,2014
530197101,35,2016
530198101,34,2012
530198101,36,2014
530198102,34,2020
530198102,36,2022
530200431,33,2022
530202102,34,2012
530202102,36,2014
530203103,34,2022
530203601,33,2020
530205101,34,2012
530205101,36,2014
530205102,37,2012
530208103,35,2020
530208103,37,2022
530208104,34,2022
530208105,37,2022
530208651,33,2022
530209102,35,2016
530209103,33,2016
530209103,37,2020
530209104,35,2020
530209104,37,2022
530211101,37,2010
530211102,33,2012
530211102,35,2014
530211102,37,2016
530212101,33,2016
530212101,37,2020
530212102,33,2020
530212102,35,2022
530213101,36,2020
530213104,35,2020
530213104,37,2022
530215102,35,2020
530215102,37,2022
530217103,33,2014
530217103,35,2016
530217501,36,2020
530219102,37,2012
530219103,37,2014
530221101,36,2010
530221102,35,2010
530221102,37,2012
530223102,37,2010
530224102,34,2012
530224102,36,2014
530225102,36,2010
530226101,37,2010
530226102,36,2010
530228103,36,2012
530228103,37,2020
530230103,35,2020
530230103,37,2022
530230104,34,2020
530230104,36,2022
530231101,35,2010
530231101,37,2012
530231102,37,2012
530232102,33,2014
530232102,35,2016
530233104,34,2022
530234102,34,2010
530234102,36,2012
530235101,33,2010
530235101,35,2012
530235101,37,2014
530235104,33,2012
530235104,35,2014
530235104,37,2016
530235107,33,2012
530235107,35,2014
530237101,34,2012
530237101,36,2014
530237104,33,2012
530237104,35,2014
530237104,37,2016
530241101,34,2014
530241101,36,2016
530242101,37,2010
530242103,36,2010
530243102,33,2016
530243102,37,2020
530245102,36,2010
530246101,34,2012
530246101,36,2014
530251103,33,2020
530251103,35,2022
530251104,33,2020
530251104,35,2022
530252104,35,2020
530252104,37,2022
530252105,33,2012
530252105,35,2014
530255431,33,2012
530255431,35,2014
530255431,37,2016
530256101,34,2010
530256101,36,2012
530257102,36,2010
530258104,33,2016
530258104,37,2020
530259101,33,2010
530259101,35,2012
530259101,37,2014
530259102,34,2012
530259102,36,2014
530262101,33,2010
530262101,35,2012
530262101,37,2014
530262102,34,2020
530262102,36,2022
530263102,34,2010
530263102,36,2012
530264531,35,2020
530266102,37,2010
530267102,36,2010
530268103,35,2020
530268104,33,2020
530268104,35,2022
530269101,36,2010
530271103,33,2022
530272101,34,2010
530272101,36,2012
530272102,34,2010
530272102,36,2012
530275101,34,2012
530275101,36,2014
530275102,36,2020
530278104,35,2014
530278104,37,2016
530279101,37,2010
530279104,33,2014
530280102,36,2010
530283102,35,2010
530283102,37,2012
530285101,33,2014
530285101,36,2016
530285102,34,2016
530286101,33,2010
530286101,35,2012
530286101,37,2014
530286102,34,2012
530286102,36,2014
530287101,34,2014
530287102,34,2014
530287102,36,2016
530288101,36,2020
530291101,33,2010
530291101,35,2012
530291101,37,2014
530291103,33,2012
530291103,35,2014
530294101,33,2010
530294101,35,2012
530294101,37,2014
530294102,33,2012
530294102,35,2014
530295431,33,2022
530296101,33,2010
530296101,35,2012
530296101,37,2014
530296102,36,2010
530300103,33,2022
530301103,34,2020
530301103,36,2022
530307101,36,2010
530307102,34,2010
530307102,36,2012
530309101,34,2016
530309102,33,2016
530310103,34,2022
530312101,34,2010
530312101,36,2012
530315103,33,2022
530316101,33,2016
530316101,37,2020
530316102,33,2016
530318102,36,2010
530320102,37,2012
530322103,37,2010
530323103,34,2016
530323104,34,2020
530324101,33,2014
530324101,35,2016
530324501,33,2016
530325103,34,2014
530325103,36,2016
530325104,35,2020
530326101,36,2010
530326102,35,2014
530326102,37,2016
530327101,33,2012
530327101,35,2014
530327101,37,2016
530327105,33,2014
530327105,35,2016
530328101,33,2010
530328101,35,2012
530328101,37,2014
530330101,33,2012
530330101,35,2014
530335202,36,2022
530336101,33,2010
530336101,35,2012
530336101,37,2014
530336102,34,2016
530337101,34,2012
530337101,36,2014
530337102,34,2012
530337102,36,2014
530341103,33,2016
530344101,33,2014
530344101,35,2016
530344104,34,2014
530344104,36,2016
530344105,33,2016
530346102,34,2012
530346102,36,2014
530350101,34,2010
530350101,36,2012
530353103,34,2016
530354101,34,2016
530354104,34,2020
530354501,33,2020
530355103,33,2022
530357101,34,2010
530357101,36,2012
530359103,37,2010
530361102,36,2020
530361106,36,2020
530362102,34,2016
530366101,34,2014
530366101,36,2016
530366102,36,2020
530367103,36,2022
530371103,34,2022
530374103,36,2010
530375103,35,2010
530375103,37,2012
530375104,33,2012
530375104,35,2014
530375104,37,2016
530375106,33,2010
530375106,35,2012
530375106,37,2014
530375107,33,2016
530375107,37,2020
530376104,35,2020
530377101,36,2020
530377102,33,2014
530377102,35,2016
530378101,34,2014
530378101,36,2016
530380101,36,2020
530381101,37,2010
530381102,34,2010
530381102,36,2012
530382101,33,2010
530382101,35,2012
530382101,37,2014
530382102,33,2014
530382102,35,2016
530383101,36,2010
530383103,37,2010
530384103,34,2014
530384104,34,2014
530386102,33,2022
530386103,33,2020
530386103,35,2022
530387103,35,2010
530387104,34,2016
530387105,33,2010
530387105,35,2012
530387105,37,2014
530392102,33,2010
530392102,35,2012
530392102,37,2014
530394103,34,2010
530394103,36,2012
530395103,33,2020
530397101,34,2010
530397101,36,2012
530397102,34,2010
530397102,36,2012
530399101,34,2016
530403103,35,2020
530403104,34,2020
530403105,33,2014
530404104,34,2012
530404104,36,2014
530405101,34,2010
530405101,36,2012
530405102,33,2010
530405102,35,2012
530405102,37,2014
530408101,35,2010
530408101,37,2012
530408102,33,2012
530408102,35,2014
530409431,33,2020
530409431,35,2022
530410101,37,2010
530410102,34,2010
530410102,36,2012
530418581,34,2016
530419101,34,2010
530419101,36,2012
530419102,33,2012
530419102,35,2014
530419102,37,2016
530421102,36,2020
530421103,33,2020
530421103,35,2022
530424101,36,2010
530426101,37,2010
530428101,37,2010
530428102,37,2010
530430108,33,2022
530433101,33,2010
530433101,35,2012
530433101,37,2014
530433102,35,2010
530433102,37,2012
530434101,33,2010
530434101,35,2012
530434101,37,2014
530434102,34,2012
530434102,36,2014
530435531,34,2014
530435531,36,2016
530436101,34,2010
530436101,36,2012
530440103,37,2010
530443103,35,2022
530447103,35,2010
530447103,37,2012
530448103,34,2010
530448103,36,2012
530450101,35,2010
530450101,37,2012
530450102,37,2010
530452103,34,2020
530452103,36,2022
530452551,34,2020
530454581,34,2022
530455103,36,2010
530455104,35,2010
530455104,37,2012
532591602,34,2020
534509651,33,2022
535419501,33,2020
535549431,34,2016
536241601,34,2020
536241601,36,2022
539391651,33,2022
542445651,33,2022
544225433,33,2020
544225433,35,2022
544909431,34,2020
544909431,36,2022
546268602,33,2020
546268602,35,2022
546519651,33,2022
547983651,33,2022
550566431,35,2020
551011651,33,2020
551011651,35,2022
551176602,34,2020
553427431,34,2016
553427431,37,2020
554047601,33,2022
554682601,33,2020
555093431,33,2014
555093431,35,2016
556126501,34,2022
556645651,33,2022
556857601,33,2022
557356701,34,2022
557382601,37,2022
557719651,33,2022
558393651,33,2020
559142702,36,2022
559374651,34,2022
560298601,34,2020
560298601,36,2022
561676651,34,2022
562608601,34,2022
564770431,34,2022
567177651,34,2022
569878601,34,2022
571350601,33,2022
571710701,33,2022
572798601,33,2022
573150651,35,2020
573150651,37,2022
573930651,33,2022
576166601,34,2022
579504431,33,2014
582657701,35,2022
586323431,34,2016
586593431,36,2020
588845601,33,2022
588915601,34,2022
590563601,37,2022
593708701,33,2022
594440701,35,2022
599339601,35,2020
599339601,37,2022
600365431,33,2016
601138431,34,2014
610003103,35,2020
610003103,37,2022
610003104,33,2020
610003104,35,2022
610009101,33,2014
610009101,36,2016
610009102,33,2014
610009102,36,2016
610012101,34,2016
610012101,37,2020
610012102,37,2014
610014104,34,2022
610015103,34,2010
610015103,36,2012
610015104,34,2012
610015104,36,2014
610017101,34,2012
610017101,36,2014
610017102,33,2012
610017102,35,2014
610017102,37,2016
610019103,33,2020
610021104,35,2022
610023103,33,2020
610023103,35,2022
610024104,33,2020
610024104,35,2022
610032102,33,2012
610032102,37,2016
610037104,34,2022
610038103,33,2014
610038103,36,2016
610038104,35,2016
610040103,36,2012
610040104,35,2012
610042103,34,2020
610042103,36,2022
610042104,34,2022
610042501,34,2022
610044103,34,2020
610044103,36,2022
610044104,34,2022
610046102,36,2010
610047103,34,2020
610047103,36,2022
610051102,35,2014
610051103,33,2020
610051103,35,2022
610054105,33,2022
610055103,33,2020
610055104,33,2022
610057104,35,2020
610057105,33,2020
610057105,35,2022
610057551,34,2020
610057551,36,2022
610058105,35,2022
610061101,33,2012
610061101,35,2014
610061101,37,2016
610061102,34,2010
610061102,36,2012
610062103,36,2010
610062104,36,2010
610063110,33,2022
610065102,36,2010
610065103,33,2012
610065103,35,2014
610065103,37,2016
610067103,33,2012
610067103,35,2014
610067103,37,2016
610067104,34,2020
610067104,36,2022
610068103,33,2020
610068103,35,2022
610069101,37,2010
610069102,37,2010
610072104,36,2010
610074103,33,2020
610074105,36,2020
610074107,33,2022
610079105,33,2020
610079106,35,2020
610079106,37,2022
610080101,37,2010
610082101,35,2010
610082101,37,2012
610083101,35,2020
610083101,37,2022
610083102,34,2022
610084104,33,2020
610084104,35,2022
610084105,34,2012
610084106,34,2012
610084106,36,2014
610085101,37,2010
610085102,35,2010
610085102,37,2012
610088101,37,2010
610089102,36,2010
610090101,34,2012
610090101,36,2014
610090103,33,2010
610090103,35,2012
610090103,37,2014
610096101,33,2012
610096101,35,2014
610096101,37,2016
610096105,35,2010
610096105,37,2012
610097103,36,2020
610097105,35,2020
610098102,36,2010
610099101,35,2020
610099102,33,2020
610100101,34,2012
610100101,36,2014
610100102,36,2014
610101101,36,2020
610101106,34,2020
610101106,36,2022
610103107,33,2016
610104101,36,2010
610104102,36,2010
610105101,36,2010
610105102,36,2010
610107103,34,2020
610107581,33,2020
610107581,35,2022
610109101,37,2010
610109103,33,2010
610109103,35,2012
610109103,37,2014
610110101,34,2012
610110101,36,2014
610110102,34,2012
610110102,36,2014
610111103,34,2020
610118103,34,2010
610119102,34,2016
610119103,33,2016
610119103,37,2020
610120103,37,2022
610124103,33,2012
610124103,35,2014
610124103,37,2016
610124501,34,2020
610124501,36,2022
610125103,37,2014
610126101,33,2016
610127103,33,2014
610134101,35,2010
610134101,37,2012
610134104,36,2014
610139103,37,2010
610139104,37,2010
610140101,34,2010
610140101,36,2012
610140102,35,2010
610140102,37,2012
610143102,34,2020
610143102,36,2022
610143103,33,2020
610143103,35,2022
610143431,36,2020
610148103,34,2020
610148103,36,2022
610148104,36,2022
610157103,33,2014
610157103,35,2016
610159103,36,2014
610163104,34,2014
610163104,36,2016
610168101,37,2010
610180101,34,2014
610183101,34,2016
610185103,36,2014
610185104,34,2012
610185104,36,2014
610188101,34,2010
610188101,36,2012
610188102,33,2012
610188102,35,2014
610188102,37,2016
610190102,34,2010
610190102,36,2012
610190103,33,2010
610190103,35,2012
610190103,37,2014
610191101,33,2010
610191101,35,2012
610191101,37,2014
610191102,33,2010
610191102,35,2012
610191102,37,2014
610193101,35,2010
610193101,37,2012
610195103,34,2020
610195103,36,2022
610195601,34,2020
610195651,36,2022
610196104,33,2022
610200103,33,2012
610200103,35,2014
610200103,37,2016
610200104,34,2014
610200104,36,2016
610200106,33,2016
610200106,37,2020
610200431,33,2014
610200431,35,2016
610204101,36,2016
610208103,35,2016
610212101,37,2010
610218101,37,2010
610219101,33,2010
610219101,37,2014
610220101,37,2010
610220102,35,2010
610220102,37,2012
610221101,34,2010
610221101,36,2012
610221102,36,2010
610224103,35,2020
610225107,35,2010
610225108,36,2010
610229101,37,2010
610232103,34,2016
610235101,34,2014
610235101,36,2016
610235102,36,2014
610237103,33,2014
610239101,36,2010
610239102,35,2010
610240101,37,2010
610240104,37,2010
610241103,34,2020
610241103,36,2022
610241105,33,2016
610241105,37,2020
610242103,33,2022
610243103,35,2020
610244102,37,2010
610248103,35,2016
610249101,36,2010
610249102,36,2010
610251103,34,2016
610251103,37,2020
610255101,34,2010
610255101,36,2012
610255102,34,2010
610255102,36,2012
610256101,34,2014
610256101,36,2016
610256102,36,2010
610263104,33,2014
610263104,35,2016
610267101,36,2010
610267102,34,2010
610267102,36,2012
610267103,34,2012
610267103,36,2014
610270101,35,2010
610270101,37,2012
610274104,37,2010
610274105,35,2010
610274108,33,2010
610274108,37,2014
610276103,37,2010
610283101,34,2010
610283101,36,2012
610283102,33,2012
610283102,35,2014
610283102,37,2016
610289101,35,2010
610289101,37,2012
610289102,36,2010
610296101,37,2010
610305102,36,2010
610313102,33,2020
610313102,35,2022
610313103,33,2022
610315103,35,2020
610315103,37,2022
610315105,34,2020
610315105,36,2022
610316104,34,2014
610316104,36,2016
610326103,33,2020
610326103,35,2022
610329103,34,2020
610335103,37,2012
610335104,37,2010
610336104,34,2016
610341103,34,2010
610341103,36,2012
610343103,35,2016
610348101,36,2010
610348102,37,2010
610349101,34,2010
610349101,36,2012
610349102,34,2014
610349102,36,2016
610356101,34,2010
610356101,36,2012
610356102,34,2010
610356102,36,2012
610367102,34,2016
610367103,33,2022
610367501,36,2020
610369102,36,2010
610370103,33,2012
610370103,35,2014
610370103,37,2016
610370104,34,2014
610370104,36,2016
611120431,33,2022
611739701,33,2022
612327651,34,2022
613363651,35,2022
615497651,35,2022
619166651,33,2022
620003105,33,2020
620003105,35,2022
620004103,35,2020
620004103,37,2022
620004104,33,2020
620004104,35,2022
620004431,35,2020
620004431,37,2022
620004501,34,2020
620004501,36,2022
620008101,35,2020
620008101,37,2022
620008431,34,2020
620008431,36,2022
620009103,34,2016
620009104,34,2016
620010101,34,2014
620010101,37,2016
620010103,35,2016
620014101,34,2016
620014102,36,2020
620015103,35,2020
620015103,37,2022
620015104,34,2022
620016102,34,2012
620017103,34,2012
620020103,36,2020
620020104,34,2020
620020104,36,2022
620026101,37,2010
620029432,37,2014
620035431,33,2014
620035431,36,2016
620035432,35,2016
620036531,33,2022
620038101,34,2012
620038101,36,2014
620043101,36,2010
620044101,35,2010
620044101,37,2012
620047102,37,2010
620048102,36,2012
620048103,33,2012
620048103,35,2014
620048104,34,2016
620049102,34,2010
620049102,36,2012
620050103,34,2010
620050103,36,2012
620050104,34,2010
620050104,36,2012
620052101,37,2010
620052102,33,2012
620052102,35,2014
620053103,36,2020
620053104,35,2020
620054103,36,2020
620054104,35,2020
620054105,33,2016
620054105,36,2020
620055103,33,2016
620057104,33,2020
620057104,35,2022
620060104,35,2022
620061103,34,2020
620062103,34,2022
620063101,34,2010
620063101,36,2012
620063103,35,2010
620063103,37,2012
620065103,37,2020
620065104,33,2016
620065104,36,2020
620065551,35,2020
620065551,37,2022
620071104,37,2010
620073103,33,2012
620073103,35,2014
620073103,37,2016
620073104,33,2014
620073104,35,2016
620079103,34,2016
620079103,37,2020
620079104,33,2020
620079104,35,2022
620080101,34,2010
620080101,36,2012
620080104,34,2016
620083101,33,2010
620083101,37,2014
620083103,35,2020
620083103,37,2022
620085102,37,2010
620086103,33,2014
620086103,35,2016
620086104,33,2022
620090101,33,2010
620090101,35,2012
620090101,37,2014
620090102,33,2012
620090102,35,2014
620090102,37,2016
620094103,36,2010
620094104,34,2012
620096103,35,2020
620096431,35,2020
620096431,37,2022
620103103,33,2012
620103103,35,2014
620103103,37,2016
620103104,33,2016
620105103,34,2016
620105104,35,2020
620105104,37,2022
620107103,33,2014
620107104,34,2014
620107104,37,2016
620108103,33,2016
620108103,36,2020
620108104,33,2020
620108104,35,2022
620112103,33,2014
620112103,35,2016
620112104,34,2016
620118104,37,2012
620121101,33,2016
620121101,34,2020
620121104,35,2020
620121104,37,2022
620122432,37,2020
620123101,33,2012
620123101,35,2014
620123101,37,2016
620125101,35,2010
620125101,37,2012
620125102,35,2012
620125102,37,2014
620126101,33,2010
620126101,35,2012
620126101,37,2014
620126104,33,2012
620126104,35,2014
620126104,37,2016
620128101,35,2010
620128101,37,2012
620128103,33,2010
620128103,35,2012
620128103,37,2014
620129101,33,2010
620129101,35,2012
620129104,34,2010
620129104,36,2012
620130101,37,2010
620131101,34,2014
620131102,34,2012
620131102,36,2014
620132103,33,2022
620133103,33,2022
620134102,36,2020
620138103,33,2020
620138103,35,2022
620138104,34,2020
620138104,36,2022
620139101,37,2010
620139102,37,2010
620143103,35,2016
620143104,36,2020
620144103,37,2010
620150105,36,2020
620150106,33,2016
620150106,37,2020
620152103,33,2014
620152103,36,2016
620152105,36,2020
620155102,37,2010
620156102,33,2010
620156102,35,2012
620156102,37,2014
620157101,34,2022
620157102,33,2020
620157102,35,2022
620158101,34,2014
620158101,36,2016
620158102,34,2016
620160103,34,2020
620161102,37,2010
620162104,35,2022
620163103,33,2022
620164103,33,2022
620165103,34,2016
620166101,35,2010
620166101,37,2012
620167101,34,2014
620167101,36,2016
620167102,34,2016
620168101,33,2012
620168101,35,2014
620168101,37,2016
620168102,34,2014
620168102,36,2016
620171103,33,2022
620171104,33,2020
620171104,35,2022
620171431,33,2022
620174101,34,2012
620174101,36,2014
620174102,37,2014
620175101,37,2010
620175102,33,2010
620175102,35,2012
620175102,37,2014
620176101,34,2010
620176101,36,2012
620176102,36,2010
620182103,33,2016
620182103,36,2020
620182501,33,2020
620182501,35,2022
620183101,34,2020
620183101,36,2022
620183104,35,2020
620183104,37,2022
620184101,36,2010
620185102,33,2012
620185102,35,2014
620190103,37,2022
620191103,33,2016
620191103,37,2020
620192101,35,2010
620192101,37,2012
620192102,35,2010
620192102,37,2012
620193103,34,2022
620193501,33,2022
620194102,36,2010
620195104,36,2010
620196101,33,2010
620196101,35,2012
620196101,37,2014
620196102,33,2014
620196102,35,2016
620198103,36,2010
620198104,36,2016
620199104,36,2020
620201104,33,2020
620201104,35,2022
620201551,33,2020
620201551,35,2022
620204103,34,2012
620204103,36,2014
620204104,33,2012
620204104,35,2014
620204104,37,2016
620205103,33,2016
620205103,37,2020
620206101,33,2016
620206101,37,2020
620206104,33,2016
620206104,37,2020
620209102,37,2010
620210104,33,2012
620210104,35,2014
620210104,37,2016
620212103,33,2016
620212103,37,2020
620212105,34,2016
620212105,37,2020
620213105,35,2014
620213105,37,2016
620214101,33,2010
620214101,35,2012
620214101,37,2014
620214102,35,2012
620214102,37,2014
620215103,37,2010
620215104,35,2010
620215104,37,2012
620218103,33,2016
620218104,36,2022
620218105,34,2022
620218651,37,2022
620218652,36,2020
620219501,33,2022
620222101,33,2016
620222101,37,2020
620222104,36,2020
620223102,34,2016
620224103,33,2016
620224104,35,2022
620224105,34,2022
620225401,34,2012
620226101,37,2010
620227102,36,2010
620229102,34,2014
620229102,36,2016
620229103,33,2022
620230101,36,2010
620230105,35,2012
620230105,37,2014
620230106,34,2016
620231101,33,2012
620231101,35,2014
620231101,37,2016
620231104,33,2016
620231104,37,2020
620232101,34,2012
620233105,33,2020
620233105,35,2022
620234101,35,2010
620234101,37,2012
620234103,34,2010
620234103,36,2012
620236101,34,2012
620236101,36,2014
620239103,33,2022
620240603,33,2020
620242105,34,2014
620242105,36,2016
620243103,36,2010
620243106,34,2014
620243106,36,2016
620244101,36,2010
620244104,33,2010
620244104,35,2012
620244104,37,2014
620245103,36,2010
620248103,36,2010
620251104,33,2022
620252103,33,2016
620252103,36,2020
620253103,34,2012
620253104,34,2012
620253105,33,2020
620253105,35,2022
620253106,33,2016
620253106,37,2020
620253107,34,2020
620253107,36,2022
620257101,36,2010
620257103,33,2014
620257103,35,2016
620259103,33,2020
620260101,37,2010
620261106,33,2012
620261106,37,2016
620263103,33,2016
620263103,37,2020
620263104,34,2016
620263105,33,2020
620263105,35,2022
620263106,33,2020
620263106,35,2022
620264103,37,2022
620264104,34,2022
620266102,35,2012
620266102,37,2014
620269103,34,2014
620269103,37,2016
620269431,35,2022
620274103,34,2016
620274103,37,2020
620274104,33,2016
620274104,37,2020
620277104,33,2016
620281101,36,2010
620281105,36,2012
620283101,34,2010
620283101,36,2012
620284102,33,2016
620284102,37,2020
620284103,34,2022
620285104,33,2020
620285104,35,2022
620287101,33,2022
620287104,33,2022
620289103,34,2016
620289104,33,2020
620289104,35,2022
620289105,33,2022
620291103,34,2020
620291103,36,2022
620291501,36,2016
620294103,37,2010
620295103,33,2020
620295103,35,2022
620295104,33,2020
620295104,35,2022
620297107,35,2012
620299431,34,2016
620300104,34,2014
620300104,36,2016
620302101,34,2010
620302101,36,2012
620302105,34,2010
620302105,36,2012
620303101,33,2012
620303101,35,2014
620303101,37,2016
620303102,36,2012
620304101,36,2010
620305101,34,2016
620305105,34,2010
620305105,36,2012
620308104,35,2020
620308105,36,2020
620310103,34,2014
620310103,36,2016
620310104,36,2010
620311103,33,2012
620311103,35,2014
620311103,37,2016
620311104,35,2020
620311104,37,2022
620312103,34,2022
620312104,33,2022
620314601,34,2022
620315104,35,2020
620315104,37,2022
620317103,34,2010
620317103,36,2012
620318104,35,2020
620318104,37,2022
620318105,34,2020
620318105,36,2022
620321101,37,2010
620323103,34,2014
620323103,36,2016
620325103,33,2022
